#User	Dir	Cellname	Size	Nets	Transistors	Runtime	Memory	RequestedMemory
jwaln	/import/siete-sca-sigem2/jwaln/TO10/spc/sigem/sigem	spc	5688.943	1265597	0	37788	328398.504	328792.0
jwaln	/import/siete-sca-sigem5/jwaln/to10/spc_new_hier/sigem/sigem	spc	54.929	9221	0	3735	22222.336	328792.0
jwaln	/import/siete-aus-emir-nobackup3/jwaln/to10/spc/sigem/sigem	spc	54.920	9221	0	2823	21730.703	328792.0
jwaln	/import/siete-sca-sigem7/jwaln/to10_final/spc/sigem/sigem	spc	5947.090	1235415	0	38692	330071.480	328792.0
jwaln	/import/siete-sca-sigem7/jwaln/spc_timingasf/sigem	spc	5947.090	1265569	0	38017	331022.965	328792.0
jwaln	/import/siete-sca-sigem6/jwaln/to10/spc/sigem/sigem	spc	5679.357	1263959	0	36416	328353.441	328792.0
jwaln	/import/siete-sca-sigem7/jwaln/to10_final/spc/sigem/sigem	spc	5947.090	1265569	0	38692	330071.480	328792.0
jwaln	/import/siete-sca-sigem5/jwaln/to10/spc_new_flat/sigem/sigem	spc	5729.795	1263816	0	44439	329043.766	328792.0
jwaln	/import/siete-sca-sigem1/int60/spc/sigem/sigem	spc	5296.577	1229277	0	33447	341702.152	328792.0
jwaln	/import/siete-sca-sigem7/jwaln/spc_timingasf/sigem	spc	5947.090	1235415	0	38017	331022.965	328792.0
jwaln	/import/siete-sca-sigem3/jwaln/int60/spc/sigem/sigem	spc	3.192	7868	0	1565	15401.559	328792.0
jwaln	/import/siete-aus-sigem-nobackup2/jwaln/spc/sigem/sigem	spc	5947.081	1265569	0	47073	330070.027	328792.0
jwaln	/import/siete-sca-sigem1/int60/spc/sigem/sigem	spc	5296.577	1199204	0	33447	341702.152	328792.0
jwaln	/import/siete-sca-sigem1/int60/spc/sigem/sigem	spc	5296.577	1199204	0	41758	344981.332	328792.0
jwaln	/import/siete-aus-sigem-nobackup2/jwaln/spc/sigem/sigem	spc	5947.081	1265569	0	39718	330070.336	328792.0
jwaln	/import/siete-aus-sigem-nobackup2/jwaln/spc/sigem/sigem	spc	5688.943	1265597	0	37252	328397.906	328792.0
jwaln	/import/siete-sca-sigem6/jwaln/to10/spc/sigem/sigem	spc	5679.357	1233997	0	36416	328353.441	328792.0
jwaln	/import/siete-sca-sigem3/jwaln/int60/spc/sigem/sigem	spc	3.192	7868	0	2146	19177.180	328792.0
jwaln	/import/siete-sca-sigem3/jwaln/int60/spc/sigem/sigem	spc	3.192	7868	0	1565	15401.559	328792.0
jwaln	/import/siete-sca-sigem6/jwaln/to10/spc/sigem/sigem	spc	5679.357	1263959	0	39388	328353.141	328792.0
jwaln	/import/siete-sca-sigem7/jwaln/spc_timingasf/sigem	spc	5947.090	1235415	0	38017	331022.965	328792.0
jwaln	/import/siete-sca-sigem1/int60/spc/sigem/sigem	spc	5296.577	1229277	0	32195	341745.094	328792.0
jwaln	/import/siete-sca-sigem6/jwaln/to10/spc/sigem/sigem_newlibfile	spc	5679.357	1263959	0	39721	328353.855	328792.0
jwaln	/import/sn2-aus-sigem1/jwaln/siete11_spc/sigem/sigem	spc	5692.466	1265597	0	16094	325588.055	328792.0
jwaln	/import/siete-aus-emir-nobackup3/jwaln/to10/spc/sigem/sigem	spc	54.920	9221	0	2661	21730.695	328792.0
jwaln	/import/sn2-sca-sigem3/jwaln/testcases/spc_siete/sigem/sigem	spc	5690.401	1265597	0	15145	325579.758	328792.0
jwaln	/import/siete-sca-sigem6/jwaln/to10/spc_hier/sigem/sigem	spc	54.941	9221	0	3263	22233.570	328792.0
sgangund	/import/siete-sca-sigem5/Sandeep/spc/sigem	spc	5729.795	1263816	0	13896	320128.527	137806.0
sgangund	/import/pcad-eda-emir-disk13/sandeep/sigem/sigem_spc_pdb_test/sigem	spc	2.980	7145	0	481	10995.309	137806.0
sgangund	/import/pcad-eda-emir-disk13/sandeep/sigem/sigem_spc_pdb_test/sigem	spc	2.980	7145	0	481	10995.309	137806.0
sgangund	/import/pcad-eda-emir-disk13/sandeep/sigem/sigem_spc_pdb_test/sigem	spc	2.980	7145	0	481	10995.309	137806.0
sgangund	/import/siete-sca-sigem5/Sandeep/spc/sigem_pdb	spc	5729.795	1263816	0	15243	320127.840	137806.0
sgangund	/import/siete-sca-sigem5/Sandeep/spc/sigem	spc	5729.795	1233854	0	13896	320128.527	137806.0
sgangund	/import/pcad-eda-emir-disk13/sandeep/sigem/sigem_spc_pdb_test/sigem_fullPDB	spc	2.980	7145	0	489	10988.816	137806.0
sgangund	/import/pcad-eda-emir-disk13/sandeep/sigem/sigem_spc_pdb_test/sigem	spc	2.980	7145	0	481	10995.309	137806.0
shuazhou	/import/siete-aus-sigem-nobackup1/zhou/testcases/cmp_l2clk/spc/sigem/sigem	spc	520.303	1	92799	1657	12870.570	NA
shuazhou	/import/siete-aus-sigem-nobackup1/zhou/testcases/cmp_l2clk/spc_reextract_4/sigem/sigem	spc	39.382	1	0	2137	20519.477	NA
shuazhou	/import/siete-aus-sigem-nobackup1/zhou/testcases/cmp_l2clk/spc_reextract_4/sigem/sigem	spc	41.162	1	0	1925	20517.684	NA
shuazhou	/import/siete-aus-sigem-nobackup1/zhou/testcases/cmp_l2clk/spc/sigem.18.8ps/sigem	spc	520.303	1	92799	1620	12870.574	NA
shuazhou	/import/siete-aus-sigem-nobackup1/zhou/TO_1_0/spc/sigem/sigem	spc	5729.795	1263816	0	37963	329056.957	NA
shuazhou	/import/siete-aus-sigem-nobackup1/zhou/testcases/zzzprty/spc/sigem/sigem	spc	5666.959	1256862	0	40578	331443.801	NA
shuazhou	/import/siete-aus-sigem-nobackup1/zhou/testcases/cmp_l2clk/spc/sigem/sigem	spc	520.303	1	92799	1616	12870.578	NA
shuazhou	/import/siete-sca-sigem7/jwaln/to10_final/spc/sigem/sigem	spc	5947.090	1235415	0	38692	330071.480	NA
shuazhou	/import/siete-aus-sigem-nobackup1/zhou/TO_1_0/spc/sigem/sigem	spc	5729.795	1233854	0	37963	329056.957	NA
shuazhou	/import/siete-aus-sigem-nobackup1/zhou/testcases/cmp_l2clk/spc_reextract_3/sigem/sigem	spc	39.370	1	0	2365	20520.285	NA
shuazhou	/import/siete-aus-sigem-nobackup1/zhou/testcases/xor_xnor/xoru4/sigem/sigem	spc	28.331	581	4921	1393	12003.836	NA
shuazhou	/import/siete-aus-sigem-nobackup1/zhou/testcases/spc/sigem/sigem	spc	521.439	1	92821	1948	12852.246	NA
shuazhou	/import/siete-aus-sigem-nobackup1/zhou/testcases/xor_xnor/xoru4/sigem/sigem	spc	28.331	581	4921	1382	12019.273	NA
shuazhou	/import/siete-aus-sigem-nobackup1/zhou/testcases/xor_xnor/spc/sigem/sigem	spc	5729.795	1263816	0	37524	329049.574	NA
shuazhou	/import/siete-aus-sigem-nobackup1/zhou/TO_1_0/spc/sigem/sigem	spc	5729.795	1263816	0	40187	329069.055	NA
shuazhou	/import/siete-aus-sigem-nobackup1/zhou/testcases/cmp_l2clk/spc_reextract_5/sigem/sigem	spc	41.696	1	0	2102	20518.414	NA
shuazhou	/import/siete-aus-sigem-nobackup1/zhou/testcases/cmp_l2clk/spc_reextract_3/sigem/sigem	spc	39.369	1	0	1869	20520.262	NA
sgangund	/import/pcad-eda-emir-disk13/CLARINET_TUBA_QUALIFICATION/SIGEM/SIETE/MegaCells/cl_mc1_prty16_12x/sigem	cl_mc1_prty16_12x	0.021	31	0	0	347.367	NA
sgangund	/import/pcad-eda-emir-disk13/CLARINET_TUBA_QUALIFICATION/SIGEM/SIETE/MegaCells/cl_mc1_prty16_12x/sigem	cl_mc1_prty16_12x	0.241	31	0	1	356.703	NA
ssliu	/import/siete-cpu-int1/INT/sha_cdms/chips/siete/cpu/st_rpt_l/st_rptr_hm13_117x_48/sigem/sigem/sigem	st_rptr_hm13_117x_48	1.306	96	0	7	393.609	NA
sgangund	/import/pcad-eda-emir-disk10/sigem_ae/sandeep/sigem/ezttest/sigem_siete_newTechDir/sigem/siete_1_scalx1_23551/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	1	348.711	NA
sgangund	/import/pcad-eda-emir-disk10/sigem_ae/sandeep/sigem/sigem_runs/cl_u1_syncff_4x/sigem_newTechDir	cl_u1_syncff_4x	0.624	51	173	0	348.703	NA
sgangund	/import/pcad-eda-emir-disk13/sandeep/ezt/sigem_updated_siete/sigem/siete_1_sca-lx-02_14397/useTechDirSiete/sigem	cl_u1_syncff_4x	1.090	51	173	0	351.113	NA
sgangund	/import/pcad-eda-emir-disk10/sigem_ae/sandeep/sigem/sigem_runs/cl_u1_syncff_4x/sigem_vec_testON	cl_u1_syncff_4x	0.624	51	173	0	348.688	NA
sgangund	/import/pcad-eda-emir-disk10/sigem_ae/sandeep/sigem/sigem_runs/cl_u1_syncff_4x/sigem_tmp	cl_u1_syncff_4x	0.624	51	173	0	348.840	NA
sgangund	/import/pcad-eda-emir-disk10/sigem_ae/sandeep/ezt/ezt_sieteProd/sigem/siete_1_sca-lx-02_8018/useTechDirSiete/sigem	cl_u1_syncff_4x	1.090	51	173	0	351.340	NA
sgangund	/import/pcad-eda-emir-disk13/sandeep/ezt/sigem_updated_siete/sigem/siete_1_sca-lx-02_5789/useTechDirSiete/sigem	cl_u1_syncff_4x	1.090	51	173	0	351.113	NA
sgangund	/import/pcad-eda-emir-disk13/sandeep/ezt/sigem_siete_newTechDir/sigem/siete_1_scalx2_28299/useTechDirSiete/sigem	cl_u1_syncff_4x	1.090	51	173	1	350.094	NA
sgangund	/import/pcad-eda-emir-disk13/sandeep/ezt/sigem_local_17Jul/sigem/siete_1_scalx1_1471/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	0	349.758	NA
sgangund	/import/pcad-eda-emir-disk10/sigem_ae/sandeep/sigem/sigem_runs/cl_u1_syncff_4x/sigem_asf1	cl_u1_syncff_4x	0.624	51	173	0	348.863	NA
sgangund	/import/pcad-eda-emir-disk10/sigem_ae/sandeep/sigem/sigem_runs/cl_u1_syncff_4x/sigem_asf1	cl_u1_syncff_4x	0.624	51	173	0	348.859	NA
sgangund	/import/pcad-eda-emir-disk10/sigem_ae/sandeep/sigem/ezttest/sigem_siete_pclib_test/sigem/siete_1_scalx1_30450/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	1	349.766	NA
sgangund	/import/pcad-eda-emir-disk10/sigem_ae/sandeep/sigem/sigem_runs/cl_u1_syncff_4x/sigem_tmp	cl_u1_syncff_4x	0.624	51	173	0	348.836	NA
sgangund	/import/pcad-eda-emir-disk10/sigem_ae/sandeep/sigem/sigem_runs/cl_u1_syncff_4x/sigem_tmp	cl_u1_syncff_4x	0.624	51	173	0	348.848	NA
sgangund	/import/pcad-eda-emir-disk13/sandeep/ezt/sigem_crt_test/sigem/siete_1_desertsand_11505/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	1	349.766	NA
sgangund	/import/pcad-eda-emir-disk10/sigem_ae/sandeep/sigem/sigem_runs/cl_u1_syncff_4x/sigem_test	cl_u1_syncff_4x	0.624	51	173	0	348.699	NA
sgangund	/import/pcad-eda-emir-disk10/sigem_ae/sandeep/sigem/sigem_runs/cl_u1_syncff_4x/sigem_sn2	cl_u1_syncff_4x	0.624	51	173	1	348.668	NA
sgangund	/import/pcad-eda-emir-disk10/sigem_ae/sandeep/sigem/sigem_runs/cl_u1_syncff_4x/sigem_test	cl_u1_syncff_4x	0.624	51	173	0	348.730	NA
sgangund	/import/pcad-eda-emir-disk13/sandeep/ezt/sigem_inc_pdbMode_test/sigem/siete_1_nolily_4581/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	1	349.867	NA
sgangund	/import/pcad-eda-emir-disk10/sigem_ae/sandeep/sigem/sigem_runs/cl_u1_syncff_4x/sigem_tmp	cl_u1_syncff_4x	0.624	51	173	0	348.836	NA
sgangund	/import/pcad-eda-emir-disk10/sigem_ae/sandeep/sigem/sigem_runs/cl_u1_syncff_4x/sigem_test	cl_u1_syncff_4x	0.624	51	173	1	348.738	NA
sgangund	/import/pcad-eda-emir-disk13/sandeep/ezt/sigem_siete_newTechDir/sigem/siete_1_scalx2_28299/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	0	348.656	NA
sgangund	/import/pcad-eda-emir-disk10/sigem_ae/sandeep/sigem/sigem_runs/cl_u1_syncff_4x/sigem_tmp	cl_u1_syncff_4x	0.624	51	173	0	348.863	NA
sgangund	/import/pcad-eda-emir-disk10/sigem_ae/sandeep/sigem/sigem_runs/cl_u1_syncff_4x/sigem_tmp	cl_u1_syncff_4x	0.624	51	173	0	348.836	NA
sgangund	/import/pcad-eda-emir-disk10/sigem_ae/sandeep/sigem/sigem_runs/cl_u1_syncff_4x/sigem_tmp	cl_u1_syncff_4x	0.624	51	173	0	348.840	NA
kawkaur	/import/pdtools-qc7/cqc_sparc_siete_trunk_test/pdt.20140710/sigem/SIETE_17_besan_17964/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	1	349.711	NA
kawkaur	/import/pdtools-qc8/cqc_sparc_siete_trunk_test/pdt.20140721/sigem/SIETE_75_miamia_9867/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	1	203.367	NA
kawkaur	/import/pdtools-qc7/cqc_sparc_siete_trunk/pdt.20140703/sigem/SIETE_73_sca2_14949/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	1	349.715	NA
kawkaur	/import/pdtools-qc7/cqc_x86_64_siete_trunk_test/pdt.20140710/sigem/SIETE_17_besan_15963/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	0	349.730	NA
kawkaur	/import/pdtools-qc12/cqc_x86_64_siete_trunk_test/pdt.20140710/sigem/SIETE_17_miamia_3412/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	0	349.738	NA
kawkaur	/import/pdtools-qc12/ezt/test/rundir/kk_x86_64_siete_trunk/pdt.20140610/sigem/SIETE_73_sca2_14055/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	0	349.734	NA
kawkaur	/import/pdtools-qc12/cqc_sparc_siete_trunk_test/pdt.20140710/sigem/SIETE_17_miamia_8371/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	0	349.730	NA
kawkaur	/import/pdtools-qc10/cqc_x86_64_siete_trunk_test/pdt.20140710/sigem/SIETE_17_groggery_20646/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	1	349.734	NA
kawkaur	/import/pdtools-qc7/cqc_x86_64_siete_trunk/pdt.20140703/sigem/SIETE_73_sca2_23582/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	0	349.734	NA
kawkaur	/import/pdtools-qc10/cqc_sparc_siete_trunk_test/pdt.20140710/sigem/SIETE_17_groggery_25528/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	1	349.730	NA
cadatcqc	/import/pdtools-qc14/DReAM_test_domain_siete_patch/siete.20151016.rtv6/sigem/SIETE_82_sca-lx-21_8164/useTechDirSiete/sigem	cl_u1_syncff_4x	1.090	51	173	0	351.359	NA
lgabrilo	/import/cad-capex4/lgabrilo/sigem_ezt/sigem/siete_1_fatique_1801/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	0	349.746	NA
lgabrilo	/import/cad-capex4/lgabrilo/sigem_ezt/sigem/SIETE_1_sooners_17032/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	1	352.113	NA
lgabrilo	/import/cad-capex4/lgabrilo/sigem_ezt/sigem/SIETE_1_md02-r8-16_31494/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	1	352.117	NA
lgabrilo	/import/cad-capex4/lgabrilo/sigem_ezt/sigem/SIETE_1_lobelia_26395/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	0	350.180	NA
lgabrilo	/import/cad-capex4/lgabrilo/sigem_ezt/sigem/SIETE_1_feigum_13404/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	1	350.012	NA
lgabrilo	/import/cad-capex4/lgabrilo/sigem_ezt/sigem/SIETE_1_asg1-usca-12_54819/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	0	203.352	NA
gsaraswa	/import/pcad-eda-emir-disk13/Govind/sigem_runs/cl_u1_syncff_4x/sigem_FIT_mn_20150410	cl_u1_syncff_4x	0.624	51	173	1	370.996	NA
gsaraswa	/import/pcad-eda-emir-disk13/Govind/sigem_runs/ezt/sigem/siete_1_scalx1_18763/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	1	369.117	NA
gsaraswa	/import/pcad-eda-emir-disk5/Govind/sigem_runs/ezt/sigem/siete_1_notamago_15253/useTechDirSiete/sigem	cl_u1_syncff_4x	1.090	51	173	1	351.270	NA
gsaraswa	/import/pcad-eda-emir-disk13/Govind/sigem_runs/cl_u1_syncff_4x/sigem_FIT_07313014_test	cl_u1_syncff_4x	0.624	51	173	1	368.238	NA
gsaraswa	/import/pcad-eda-emir-disk13/Govind/sigem_runs/cl_u1_syncff_4x/sigem_env_local_afterReportPDB	cl_u1_syncff_4x	0.624	51	173	1	368.098	NA
gsaraswa	/import/pcad-eda-emir-disk13/Govind/sigem_runs/ezt/sigem/siete_1_scalx2_15880/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	0	369.273	NA
gsaraswa	/import/pcad-eda-emir-disk13/Govind/sigem_runs/ezt/sigem/siete_1_sca-lx-08_12086/useTechDirSiete/sigem	cl_u1_syncff_4x	1.090	51	173	0	351.355	NA
gsaraswa	/import/pcad-eda-emir-disk13/Govind/sigem_runs/ezt/sigem/siete_1_scalx1_19489/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	0	349.734	NA
gsaraswa	/import/pcad-eda-emir-disk13/Govind/sigem_runs/cl_u1_syncff_4x/sigem_FIT_07313014	cl_u1_syncff_4x	0.624	51	173	0	368.227	NA
gsaraswa	/import/pcad-eda-emir-disk13/Govind/sigem_runs/cl_u1_syncff_4x/ezt/sigem/siete_1_scalx1_14781/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	1	369.113	NA
gsaraswa	/import/pcad-eda-emir-disk13/Govind/sigem_runs/cl_u1_syncff_4x/sigem_env_local_afterReport	cl_u1_syncff_4x	0.624	51	173	1	368.090	NA
gsaraswa	/import/pcad-eda-emir-disk13/Govind/sigem_runs/ezt/sigem/siete_1_scalx1_5295/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	1	349.844	NA
gsaraswa	/import/pcad-eda-emir-disk13/Govind/sigem_runs/ezt/sigem/siete_1_sca-lx-08_9218/useTechDirSiete/sigem	cl_u1_syncff_4x	1.090	51	173	0	372.949	NA
gsaraswa	/import/pcad-eda-emir-disk13/Govind/sigem_runs/ezt/sigem/siete_1_scalx1_8289/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	1	369.230	NA
gsaraswa	/import/pcad-eda-emir-disk13/Govind/sigem_runs/cl_u1_syncff_4x/sigem_FIT_07313014	cl_u1_syncff_4x	0.624	51	173	1	368.219	NA
gsaraswa	/import/pcad-eda-emir-disk13/Govind/sigem_runs/cl_u1_syncff_4x/sigem	cl_u1_syncff_4x	0.624	51	173	0	348.891	NA
gsaraswa	/import/pcad-eda-emir-disk13/Govind/sigem_runs/cl_u1_syncff_4x/sigem_env_latest	cl_u1_syncff_4x	0.624	51	173	1	348.703	NA
gsaraswa	/import/pcad-eda-emir-disk13/Govind/sigem_runs/ezt/sigem/siete_1_sca-lx-08_3572/useTechDirSiete/sigem	cl_u1_syncff_4x	1.090	51	173	1	373.395	NA
gsaraswa	/import/pcad-eda-emir-disk13/Govind/sigem_runs/ezt/sigem/siete_1_navy_3934/useTechDirSiete/sigem	cl_u1_syncff_4x	1.090	51	173	1	372.863	NA
gsaraswa	/import/pcad-eda-emir-disk13/Govind/sigem_runs/ezt/sigem/siete_1_scalx2_16950/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	0	349.855	NA
gsaraswa	/import/pcad-eda-emir-disk13/Govind/sigem_runs/cl_u1_syncff_4x/sigem_env_local_afterReportPDB	cl_u1_syncff_4x	0.624	51	173	1	368.094	NA
gsaraswa	/import/pcad-eda-emir-disk13/Govind/sigem_runs/cl_u1_syncff_4x/sigem_emv_08142014	cl_u1_syncff_4x	0.624	51	173	0	348.832	NA
gsaraswa	/import/pcad-eda-emir-disk13/Govind/sigem_runs/cl_u1_syncff_4x/sigem_env_local_no_parallel	cl_u1_syncff_4x	0.624	51	173	1	368.223	NA
gsaraswa	/import/pcad-eda-emir-disk13/Govind/sigem_runs/ezt/sigem/siete_1_scalx1_21702/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	1	349.840	NA
gsaraswa	/import/pcad-eda-emir-disk13/Govind/sigem_runs/ezt/sigem/siete_1_sca-lx-08_19945/useTechDirSiete/sigem	cl_u1_syncff_4x	1.090	51	173	1	372.945	NA
gsaraswa	/import/pcad-eda-emir-disk13/Govind/sigem_runs/ezt/sigem/siete_1_sca-lx-08_14591/useTechDirSiete/sigem	cl_u1_syncff_4x	1.090	51	173	0	351.285	NA
gsaraswa	/import/pcad-eda-emir-disk13/Govind/sigem_runs/ezt/sigem/siete_1_scalx2_7477/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	1	369.270	NA
gsaraswa	/import/pcad-eda-emir-disk13/Govind/sigem_runs/cl_u1_syncff_4x/sigem_env_latest_debug	cl_u1_syncff_4x	0.624	51	173	0	348.754	NA
gsaraswa	/import/pcad-eda-emir-disk13/Govind/sigem_runs/cl_u1_syncff_4x/sigem_env_local_afterReport	cl_u1_syncff_4x	0.624	51	173	0	368.094	NA
gsaraswa	/import/pcad-eda-emir-disk13/Govind/sigem_runs/cl_u1_syncff_4x/sigem_FIT_mn_20150410	cl_u1_syncff_4x	0.624	51	173	1	370.996	NA
gsaraswa	/import/pcad-eda-emir-disk13/Govind/sigem_runs/ezt/sigem/siete_1_sca-lx-08_25531/useTechDirSiete/sigem	cl_u1_syncff_4x	1.090	51	173	1	372.949	NA
gsaraswa	/import/pcad-eda-emir-disk13/Govind/sigem_runs/cl_u1_syncff_4x/sigem_env_local_afterReportPDB	cl_u1_syncff_4x	0.624	51	173	1	368.207	NA
gsaraswa	/import/pcad-eda-emir-disk13/Govind/sigem_runs/cl_u1_syncff_4x/sigem_siete_latest	cl_u1_syncff_4x	0.624	51	173	0	348.844	NA
gsaraswa	/import/pcad-eda-emir-disk13/Govind/sigem_runs/cl_u1_syncff_4x/sigem_FIT_07313014	cl_u1_syncff_4x	0.624	51	173	0	368.227	NA
gsaraswa	/import/pcad-eda-emir-disk13/Govind/sigem_runs/ezt/sigem/siete_1_sca-lx-08_17901/useTechDirSiete/sigem	cl_u1_syncff_4x	1.090	51	173	1	372.949	NA
gsaraswa	/import/pcad-eda-emir-disk13/Govind/sigem_runs/cl_u1_syncff_4x/sigem_env_local_afterReport	cl_u1_syncff_4x	0.624	51	173	0	368.090	NA
gsaraswa	/import/pcad-eda-emir-disk13/Govind/sigem_runs/cl_u1_syncff_4x/sigem_emv_08142014	cl_u1_syncff_4x	0.624	51	173	1	348.832	NA
gsaraswa	/import/pcad-eda-emir-disk13/Govind/sigem_runs/ezt/sigem/siete_1_sca-lx-08_13505/useTechDirSiete/sigem	cl_u1_syncff_4x	1.090	51	173	1	372.945	NA
gsaraswa	/import/pcad-eda-emir-disk13/Govind/sigem_runs/ezt/sigem/siete_1_scalx1_17292/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	1	369.117	NA
gsaraswa	/import/pcad-eda-emir-disk13/Govind/sigem_runs/cl_u1_syncff_4x/sigem_emv_08142014	cl_u1_syncff_4x	0.624	51	173	0	348.832	NA
wau	/import/pcad-eda-emir-disk13/william/sigem_runs/ezt/sigem/siete_1_cascais_39118/useTechDirSiete/sigem	cl_u1_syncff_4x	1.090	51	173	0	351.281	NA
wau	/import/pcad-eda-emir-disk13/william/sigem_runs/ezt/sigem/siete_1_tarheels_18770/useTechDirSiete/sigem	cl_u1_syncff_4x	1.090	51	173	1	351.352	NA
wau	/import/pcad-eda-emir-disk13/william/sigem_runs/ezt/sigem/siete_1_tarheels_464/useTechDirSiete/sigem	cl_u1_syncff_4x	1.090	51	173	1	351.340	NA
wau	/import/pcad-eda-emir-disk13/william/sigem_runs/ezt/sigem/siete_1_cascais_7130/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	0	349.828	NA
wau	/import/pcad-eda-emir-disk13/william/sigem_runs/ezt/sigem/siete_1_sca-lx-04_27252/useTechDirSiete/sigem	cl_u1_syncff_4x	1.090	51	173	1	351.641	NA
wau	/import/pcad-eda-emir-disk13/william/sigem_runs/ezt/sigem/siete_1_slates_24222/useTechDirSiete/sigem	cl_u1_syncff_4x	1.090	51	173	1	351.332	NA
mbazarga	/import/pdtools-qc12/observe/10/sigem/SIETE_11_scalx2_12878/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	0	349.727	NA
mbazarga	/import/sparccad-svl-svc051/wc/mbazarga/ezt/dev3/trunk/ezt/trys/8/sigem/SIETE_11_scalx2_6605/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	0	349.730	NA
mbazarga	/import/sparccad-svl-svc051/wc/mbazarga/ezt/dev3/trunk/ezt/trys/5/sigem/SIETE_11_scalx2_19770/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	1	349.734	NA
mbazarga	/import/sparccad-svl-svc051/wc/mbazarga/ezt/dev3/trunk/ezt/trys/2/sigem/SIETE_11_scalx2_15806/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	0	349.734	NA
mbazarga	/import/sparccad-svl-svc051/wc/mbazarga/ezt/dev3/trunk/ezt/trys/4/sigem/SIETE_11_asg1-usca-05_34305/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	0	349.738	NA
mbazarga	/import/sparccad-svl-svc051/wc/mbazarga/ezt/dev3/trunk/ezt/trys/5/sigem/SIETE_11_scalx1_30368/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	0	349.730	NA
mbazarga	/import/sparccad-svl-svc051/wc/mbazarga/ezt/dev3/trunk/ezt/trys/1/sigem/SIETE_11_scalx2_25842/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	0	349.730	NA
mbazarga	/import/sparccad-svl-svc051/wc/mbazarga/ezt/dev3/trunk/ezt/trys/4/sigem/SIETE_11_scalx2_7598/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	0	349.734	NA
mbazarga	/import/pdtools-qc12/observe/9/sigem/SIETE_11_scalx1_20566/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	0	349.727	NA
mbazarga	/import/sparccad-svl-svc051/wc/mbazarga/ezt/dev3/trunk/ezt/trys/2/sigem/SIETE_11_scalx2_23187/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	1	349.734	NA
mbazarga	/import/sparccad-svl-svc051/wc/mbazarga/ezt/dev3/trunk/ezt/trys/4/sigem/SIETE_11_scalx1_30696/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	0	349.734	NA
mbazarga	/import/sparccad-svl-svc051/wc/mbazarga/ezt/dev3/trunk/ezt/trys/7/sigem/SIETE_11_scalx1_1434/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	0	349.734	NA
mbazarga	/import/sparccad-svl-svc051/wc/mbazarga/ezt/dev3/trunk/ezt/trys/3/sigem/SIETE_11_scalx2_12227/useTechDirSiete/sigem	cl_u1_syncff_4x	0.624	51	173	0	349.738	NA
